Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4,HSN Code
,straight-cut-top,,,,,,,,S3788976,,Size,L,,,,,,,,599,860,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765780836273-1-44.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62114210
,straight-cut-top,,,,,,,,S3788977,,Size,XL,,,,,,,,599,860,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765780847233-1-19.jpeg,2,STRAIGHT CUT TOP,https://only2u-media.b-cdn.net/productsimages/1765780847233-1-19.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62114210
,straight-cut-top,,,,,,,,S3788978,,Size,2XL,,,,,,,,599,860,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765780847233-1-19.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62114210
STRAIGHT CUT TOP,straight-cut-top,"Elevate your everyday ethnic wardrobe with this elegant Olive Green Embroidered Kurta Dress. Crafted in a soothing earthy tone, the kurta features delicate white floral embroidery on the yoke and subtle motifs scattered across the body, lending it a refined, handcrafted appeal. The straight silhouette offers a flattering fit, while the calf-length cut makes it versatile for both casual and semi-formal occasions.",jaipur fashions,,Tops,,TRUE,Active,S3797849,,Size,M,,,,,,,,550,790,,TRUE,,,,,,shopify,9,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765781664621-gemini_generated_image_yx5nkoyx5nkoyx5n.png,1,STRAIGHT CUT TOP,https://only2u-media.b-cdn.net/productsimages/1765781664621-gemini_generated_image_yx5nkoyx5nkoyx5n.png,FALSE,STRAIGHT CUT TOP,"Elevate your everyday ethnic wardrobe with this elegant Olive Green Embroidered Kurta Dress. Crafted in a soothing earthy tone, the kurta features delicate white floral embroidery on the yoke and subtle motifs scattered across the body, lending it a refined, handcrafted appeal. The straight silhouette offers a flattering fit, while the calf-length cut makes it versatile for both casual and semi-formal occasions.",,,,,,,,new,FALSE,,,,,,62041990
,straight-cut-top,,,,,,,,S3797850,,Size,L,,,,,,,,550,790,,TRUE,,,,,,shopify,10,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765781672440-gemini_generated_image_yx5nkoyx5nkoyx5n.png,2,STRAIGHT CUT TOP,https://only2u-media.b-cdn.net/productsimages/1765781672440-gemini_generated_image_yx5nkoyx5nkoyx5n.png,FALSE,,,,,,,,,,new,FALSE,,,,,,62041990
,straight-cut-top,,,,,,,,S3797851,,Size,XL,,,,,,,,550,790,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765781484015-gemini_generated_image_wknq7rwknq7rwknq.png,3,STRAIGHT CUT TOP,https://only2u-media.b-cdn.net/productsimages/1765781484015-gemini_generated_image_wknq7rwknq7rwknq.png,FALSE,,,,,,,,,,new,FALSE,,,,,,62041990
,straight-cut-top,,,,,,,,S3797852,,Size,2XL,,,,,,,,550,790,,TRUE,,,,,,shopify,6,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765781484015-gemini_generated_image_wknq7rwknq7rwknq.png,FALSE,,,,,,,,,,new,FALSE,,,,,,62041990
3 PC SET,3-pc-set,"Elevate your everyday ethnic wardrobe with this elegant Plum Printed Kurta Set, designed to blend comfort with contemporary charm. Crafted in a rich plum hue, the kurta features a striking crane-inspired motif with delicate floral accents, adding a graceful statement to the ensemble. The V-neckline with subtle detailing and three-quarter sleeves enhance its refined appeal, making it suitable for both casual and semi-formal occasions.",jaipur fashions,,3 PCS SET,,TRUE,Active,S3792402,,Size,M,,,,,,,,750,1070,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765782014764-gemini_generated_image_lsz7lzlsz7lzlsz7.png,1,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765782014764-gemini_generated_image_lsz7lzlsz7lzlsz7.png,FALSE,3 PC SET,"Elevate your everyday ethnic wardrobe with this elegant Plum Printed Kurta Set, designed to blend comfort with contemporary charm. Crafted in a rich plum hue, the kurta features a striking crane-inspired motif with delicate floral accents, adding a graceful statement to the ensemble. The V-neckline with subtle detailing and three-quarter sleeves enhance its refined appeal, making it suitable for both casual and semi-formal occasions.",,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3792403,,Size,L,,,,,,,,750,1070,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765782014764-gemini_generated_image_lsz7lzlsz7lzlsz7.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3792404,,Size,XL,,,,,,,,750,1070,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765782029508-1-24.jpeg,2,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765782029508-1-24.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3792405,,Size,2XL,,,,,,,,750,1070,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765782029508-1-24.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3792406,,Size,3XL,,,,,,,,750,1070,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765782029508-1-24.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
WORK PLAZO SET,work-plazo-set,"Embrace effortless elegance with this charming mauve printed kurta set, designed for comfort and everyday sophistication. The kurta features an all-over ethnic block-inspired print, complemented by a neatly finished V-neckline with subtle detailing that adds a refined touch. Its straight silhouette offers a relaxed yet flattering fit, ideal for day-long wear.",jaipur fashions,,Plazo sets,,TRUE,Active,S3777159,,Size,L,,,,,,,,500,1000,,TRUE,,,,,,shopify,6,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765779529433-1-41.jpeg,1,WORK PLAZO SET,https://only2u-media.b-cdn.net/productsimages/1765779529433-1-41.jpeg,FALSE,WORK PLAZO SET,"Embrace effortless elegance with this charming mauve printed kurta set, designed for comfort and everyday sophistication. The kurta features an all-over ethnic block-inspired print, complemented by a neatly finished V-neckline with subtle detailing that adds a refined touch. Its straight silhouette offers a relaxed yet flattering fit, ideal for day-long wear.",,,,,,,,new,FALSE,,,,,,54072040
,work-plazo-set,,,,,,,,S3777161,,Size,2XL,,,,,,,,500,1000,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765779542629-1-16.jpeg,2,WORK PLAZO SET,https://only2u-media.b-cdn.net/productsimages/1765779542629-1-16.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,work-plazo-set,,,,,,,,S3777158,,Size,M,,,,,,,,500,1000,,TRUE,,,,,,shopify,6,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765779529433-1-41.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,work-plazo-set,,,,,,,,S3777160,,Size,XL,,,,,,,,500,1000,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765779542629-1-16.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,work-plazo-set,,,,,,,,S3826775,,Size,3XL,,,,,,,,500,1000,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765890619749-1-16.jpeg,3,WORK PLAZO SET,https://only2u-media.b-cdn.net/productsimages/1765890619749-1-16.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,work-plazo-set,,,,,,,,S3826776,,Size,4XL,,,,,,,,500,1000,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765890619749-1-16.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,work-plazo-set,,,,,,,,S3826777,,Size,5XL,,,,,,,,500,1000,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765890619749-1-16.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
STRAIGHT CUT TOP,straight-cut-top,"Elevate your everyday elegance with this timeless teal embroidered kurta, designed to blend comfort with refined style. Crafted in a soothing solid hue, the kurta features delicate golden embroidery placed gracefully on the front, adding a subtle festive touch without overpowering the look.",jaipur fashions,,Tops,,TRUE,Active,S3782936,,Size,M,,,,,,,,899,1281,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765782779107-1-51.jpeg,1,STRAIGHT CUT TOP,https://only2u-media.b-cdn.net/productsimages/1765782779107-1-51.jpeg,FALSE,STRAIGHT CUT TOP,"Elevate your everyday elegance with this timeless teal embroidered kurta, designed to blend comfort with refined style. Crafted in a soothing solid hue, the kurta features delicate golden embroidery placed gracefully on the front, adding a subtle festive touch without overpowering the look.",,,,,,,,new,FALSE,,,,,,54072040
,straight-cut-top,,,,,,,,S3782937,,Size,L,,,,,,,,899,1280,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765782779107-1-51.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,straight-cut-top,,,,,,,,S3782938,,Size,XL,,,,,,,,899,1280,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765783286215-1-25.jpeg,2,STRAIGHT CUT TOP,https://only2u-media.b-cdn.net/productsimages/1765783286215-1-25.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,straight-cut-top,,,,,,,,S3782939,,Size,2XL,,,,,,,,899,1280,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765783286215-1-25.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,straight-cut-top,,,,,,,,S3782945,,Size,3XL,,,,,,,,950,1360,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765783286215-1-25.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,straight-cut-top,,,,,,,,S3782951,,Size,4XL,,,,,,,,950,1360,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765783286215-1-25.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,straight-cut-top,,,,,,,,S3782953,,Size,5XL,,,,,,,,999,1430,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765783286215-1-25.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
STRAIGHT CUT TOP,straight-cut-top,"Step into effortless elegance with this rich purple straight kurta, designed to blend comfort with timeless style. Crafted from soft, breathable fabric, the kurta features delicate golden embroidery in a graceful vertical motif at the center, adding a refined festive touch. Subtle embroidered accents scattered across the body enhance its understated charm.",jaipur fashions,,Tops,,TRUE,Active,S3782926,,Size,XL,,,,,,,,899,1280,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765782358615-gemini_generated_image_vsc12cvsc12cvsc1.png,1,STRAIGHT CUT TOP,https://only2u-media.b-cdn.net/productsimages/1765782358615-gemini_generated_image_vsc12cvsc12cvsc1.png,FALSE,STRAIGHT CUT TOP,"Step into effortless elegance with this rich purple straight kurta, designed to blend comfort with timeless style. Crafted from soft, breathable fabric, the kurta features delicate golden embroidery in a graceful vertical motif at the center, adding a refined festive touch. Subtle embroidered accents scattered across the body enhance its understated charm.",,,,,,,,new,FALSE,,,,,,62114210
,straight-cut-top,,,,,,,,S3782940,,Size,3XL,,,,,,,,950,1360,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765782358615-gemini_generated_image_vsc12cvsc12cvsc1.png,FALSE,,,,,,,,,,new,FALSE,,,,,,62114210
,straight-cut-top,,,,,,,,S3782925,,Size,L,,,,,,,,899,1280,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765782349846-gemini_generated_image_vlebvyvlebvyvleb.png,2,STRAIGHT CUT TOP,https://only2u-media.b-cdn.net/productsimages/1765782349846-gemini_generated_image_vlebvyvlebvyvleb.png,FALSE,,,,,,,,,,new,FALSE,,,,,,62114210
,straight-cut-top,,,,,,,,S3782927,,Size,2XL,,,,,,,,898,1280,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765782358615-gemini_generated_image_vsc12cvsc12cvsc1.png,FALSE,,,,,,,,,,new,FALSE,,,,,,62114210
,straight-cut-top,,,,,,,,S3782948,,Size,4XL,,,,,,,,950,1360,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765782358615-gemini_generated_image_vsc12cvsc12cvsc1.png,FALSE,,,,,,,,,,new,FALSE,,,,,,62114210
,straight-cut-top,,,,,,,,S3782957,,Size,5XL,,,,,,,,999,1430,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765782358615-gemini_generated_image_vsc12cvsc12cvsc1.png,FALSE,,,,,,,,,,new,FALSE,,,,,,62114210
,straight-cut-top,,,,,,,,S3782924,,Size,M,,,,,,,,899,1280,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765782349846-gemini_generated_image_vlebvyvlebvyvleb.png,FALSE,,,,,,,,,,new,FALSE,,,,,,62114210
3 PC SET,3-pc-set,"Elevate your ethnic wardrobe with this elegant Orange Embroidered Kurta Set with Dupatta, designed to blend timeless tradition with contemporary grace. Crafted in a rich orange hue, the kurta features intricate embroidery along the neckline, adding a refined festive touch. The straight-cut silhouette ensures a flattering fit, while the three-quarter sleeves offer comfort and versatility.",RUDRA TEXTILES,,3 PCS SET,,TRUE,Active,S3815592,,Size,M,,,,,,,,2450,3500,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765798952021-gemini_generated_image_rjocsgrjocsgrjoc.png,1,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765798952021-gemini_generated_image_rjocsgrjocsgrjoc.png,FALSE,3 PC SET,"Elevate your ethnic wardrobe with this elegant Orange Embroidered Kurta Set with Dupatta, designed to blend timeless tradition with contemporary grace. Crafted in a rich orange hue, the kurta features intricate embroidery along the neckline, adding a refined festive touch. The straight-cut silhouette ensures a flattering fit, while the three-quarter sleeves offer comfort and versatility.",,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3815593,,Size,L,,,,,,,,2450,3500,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765798952021-gemini_generated_image_rjocsgrjocsgrjoc.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3815594,,Size,XL,,,,,,,,2450,3500,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765798978288-1-11.jpeg,2,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765798978288-1-11.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3815595,,Size,2XL,,,,,,,,2450,3500,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765798978288-1-11.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3815589,,Size,3XL,,,,,,,,2500,3570,,TRUE,,,,,,shopify,6,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765798978288-1-11.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3815590,,Size,4XL,,,,,,,,2500,3570,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765798978288-1-11.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3815591,,Size,5XL,,,,,,,,2500,3570,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765798978288-1-11.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3 PC SET,3-pc-set,"Elevate your everyday ethnic wardrobe with this elegant kurta set, designed to blend timeless craftsmanship with modern comfort. Crafted from soft, breathable fabric, the kurta features delicate embroidery on the neckline that adds a refined touch without overwhelming the look. The straight silhouette ensures a flattering fit, while the three-quarter sleeves make it perfect for all-day wear.",DHRITI ENTERPRISES,,3 PCS SET,,TRUE,Active,S3808558,,Size,M,,,,,,,,1150,1640,,TRUE,,,,,,shopify,6,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765799682041-gemini_generated_image_9y1g9q9y1g9q9y1g.png,1,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765799682041-gemini_generated_image_9y1g9q9y1g9q9y1g.png,FALSE,3 PC SET,"Elevate your everyday ethnic wardrobe with this elegant kurta set, designed to blend timeless craftsmanship with modern comfort. Crafted from soft, breathable fabric, the kurta features delicate embroidery on the neckline that adds a refined touch without overwhelming the look. The straight silhouette ensures a flattering fit, while the three-quarter sleeves make it perfect for all-day wear.",,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808559,,Size,L,,,,,,,,1150,1640,,TRUE,,,,,,shopify,7,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765799682041-gemini_generated_image_9y1g9q9y1g9q9y1g.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808560,,Size,XL,,,,,,,,1150,1640,,TRUE,,,,,,shopify,9,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765799702020-1-12.jpeg,2,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765799702020-1-12.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808561,,Size,2XL,,,,,,,,1150,1640,,TRUE,,,,,,shopify,6,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765799702020-1-12.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808562,,Size,3XL,,,,,,,,1250,1790,,TRUE,,,,,,shopify,8,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765799702020-1-12.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808563,,Size,4XL,,,,,,,,1250,1790,,TRUE,,,,,,shopify,7,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765799702020-1-12.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808564,,Size,5XL,,,,,,,,1250,1790,,TRUE,,,,,,shopify,8,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765799787769-1-12.jpeg,3,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765799787769-1-12.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3 PC SET,3-pc-set,"Elevate your ethnic wardrobe with this elegant Mustard Yellow Kurta Set with Teal Dupatta, designed for effortless sophistication and timeless appeal. The straight-cut kurta is crafted from a soft, breathable fabric that drapes beautifully, featuring delicate gold embroidery along the neckline and subtle motifs scattered across the body for a refined finish. The three-quarter sleeves add a graceful touch while ensuring all-day comfort.",DHRITI ENTERPRISES,,3 PCS SET,,TRUE,Active,S3808544,,Size,M,,,,,,,,1150,1640,,TRUE,,,,,,shopify,7,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765801176415-gemini_generated_image_rxs07erxs07erxs0.png,1,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765801176415-gemini_generated_image_rxs07erxs07erxs0.png,FALSE,3 PC SET,"Elevate your ethnic wardrobe with this elegant Mustard Yellow Kurta Set with Teal Dupatta, designed for effortless sophistication and timeless appeal. The straight-cut kurta is crafted from a soft, breathable fabric that drapes beautifully, featuring delicate gold embroidery along the neckline and subtle motifs scattered across the body for a refined finish. The three-quarter sleeves add a graceful touch while ensuring all-day comfort.",,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808545,,Size,L,,,,,,,,1150,1640,,TRUE,,,,,,shopify,8,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765801176415-gemini_generated_image_rxs07erxs07erxs0.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808546,,Size,XL,,,,,,,,1150,1640,,TRUE,,,,,,shopify,8,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765801190401-1-13.jpeg,2,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765801190401-1-13.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808547,,Size,2XL,,,,,,,,1150,1640,,TRUE,,,,,,shopify,7,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765801190401-1-13.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808548,,Size,3XL,,,,,,,,1250,1790,,TRUE,,,,,,shopify,6,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765801190401-1-13.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808549,,Size,4XL,,,,,,,,1250,1790,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765801190401-1-13.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808550,,Size,5XL,,,,,,,,1250,1790,,TRUE,,,,,,shopify,6,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765801190401-1-13.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3 PC SET,3-pc-set,"Step into effortless elegance with this Magenta Embroidered Anarkali Kurta Set, designed to blend traditional charm with modern comfort. Crafted in a rich magenta hue, the kurta features a gracefully flared Anarkali silhouette that adds fluid movement and a flattering drape.",jyothi studio,,3 PCS SET,,TRUE,Active,S3808327,,Size,3XL,,,,,,,,1550,2210,,TRUE,,,,,,shopify,7,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765801795325-gemini_generated_image_vp69avvp69avvp69.png,1,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765801795325-gemini_generated_image_vp69avvp69avvp69.png,FALSE,3 PC SET,"Step into effortless elegance with this Magenta Embroidered Anarkali Kurta Set, designed to blend traditional charm with modern comfort. Crafted in a rich magenta hue, the kurta features a gracefully flared Anarkali silhouette that adds fluid movement and a flattering drape.",,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808328,,Size,4XL,,,,,,,,1550,2210,,TRUE,,,,,,shopify,6,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765801795325-gemini_generated_image_vp69avvp69avvp69.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3808329,,Size,5XL,,,,,,,,1550,2210,,TRUE,,,,,,shopify,8,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765801795325-gemini_generated_image_vp69avvp69avvp69.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3 PC SET,3-pc-set,"Elevate your festive wardrobe with this elegant Red Embroidered Kurta Set with Printed Dupatta, designed to blend timeless tradition with refined sophistication. Crafted in a rich red hue, the kurta features delicate embroidery along the neckline, adding a graceful focal point to the ensemble. The straight silhouette ensures a flattering fit, while the comfortable fabric allows effortless all-day wear.",BHAGAWATHI CREATIONS,,3 PCS SET,,TRUE,Active,S3815611,,Size,M,,,,,,,,2250,3210,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765802469234-1-42.jpeg,1,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765802469234-1-42.jpeg,FALSE,3 PC SET,"Elevate your festive wardrobe with this elegant Red Embroidered Kurta Set with Printed Dupatta, designed to blend timeless tradition with refined sophistication. Crafted in a rich red hue, the kurta features delicate embroidery along the neckline, adding a graceful focal point to the ensemble. The straight silhouette ensures a flattering fit, while the comfortable fabric allows effortless all-day wear.",,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3815612,,Size,L,,,,,,,,2250,3210,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765802469234-1-42.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3815613,,Size,XL,,,,,,,,2250,3210,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765802479997-1-17.jpeg,2,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765802479997-1-17.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3815614,,Size,2XL,,,,,,,,2250,3210,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765802479997-1-17.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3815608,,Size,3XL,,,,,,,,2250,3210,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765802479997-1-17.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3815609,,Size,4XL,,,,,,,,2250,3210,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765802479997-1-17.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
